caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"📍 Jakal Atas 

Sore yang damai di Joglo Putih

Singkat cerita beberapa bulan dari sekarang kami nggak sengaja lewat di daerah ini dan menemukan bangunan yang baru setengah jadi “wah bakal ada kafe baru lagi nih” celetuk kami saat itu dan benar saja beberapa hari lalu kami lewat dan menemukan tempat ini sudah buka.

Ya, lokasinya memang agak masuk dari Jalan Kaliurang namun justru itu yang memberikan suasana menyenangkan dan ketenangan yang luar biasa. Kami datang di waktu yang tepat yaitu sore hari menjelang senja sehingga indahnya cahaya matahari sore dengan perpaduan pemandangan alam sekitarnya membuat kami terlarut dalam harmoni yang tercipta.

Konsep yang matang dengan sajian yang menarik kami dapatkan di tempat ini, mengambil konsep kontemporer dengan bangunan utama joglo dipadukan furniture vintage dan dikawinkan dengan beberapa corak modern yang membuat tempat ini terlihat sempurna, joglo namun tetap dinamis mengikuti perkembangan jaman, belum lagi tempat duduk di area belakang membuatnya lebih sempurna dengan ditemani suara burung-burung liar, suara jangkrik hingga entah suara binatang apa yang kami dengar dari kejauhan. 

Hal menarik lain yang membuat kami menikmati tempat ini ada pada menu minuman yang mempunyai citarasa unik, dan menu makanan yang disajikan prasmanan dengan racikan mantap, sebuah paket komplit menurut kami.

Semuanya memberikan pengalaman yang sangat menarik dan pastinya membuat kami ingin kembali lagi ❤️

Joglo Putih @joglo.putih
09:00 ——— 21:00
Jalan Nakula, Candi Dukuh, Sardonoharjo, Ngaglik, Sleman",Joglo Putih,"Jalan Nakula, Candi Dukuh, Sardonoharjo, Ngaglik, Sleman",09:00 - 21:00,Sleman,@joglo.putih,09:00,21:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"📍Ambarukmo

Menemukan Artivity Coffee dengan suasana outdoor dan konsepnya yang seru!

Beberapa waktu lalu kami menyusuri daerah Ambarukmo dan menemukan coffee shop atau kedai dengan konsep yang cukup unik.

Menjadi satu dengan bangunan hotel berkonsep oldschool lokal yang memiliki area outdoor luas membuat artivity seperti memiliki identitasnya tersendiri.

Selain ngopi dan menikmati tempatnya yang seru buat nyore mereka juga menyediakan clay & painting set buat kamu yang pengen nyobain bikin karya seni yang bisa kamu bawa pulang. Seru ya!

Buat nemenin aktivitasmu ada banyak menu yang bisa kamu coba ya, agak kaget pas liat daftar menunya karena semua harganya terjangkau banget! Cek detailnya di slide terakhir ya!

Artivity Coffee @artivity.coffee
16:00 ——— 23:30
Ambarukmo, Yk",Artivity Coffee,"Ambarukmo, Yk",16:00 - 23:30,Yogyakarta,@artivity.coffee,16:00,23:30,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"📍 Seturan

Dkonkrit Coffee, salah satu coffee shop yang punya rooftop seru buat nyore di daerah Seturan.

Menuju akhir pekan paling pas nyari coffee shop yang bisa buat melepas penat setelah padatnya aktivitas, Dkonkrit yang berlokasi di DTA Square Seturan ini bisa jadi pilihan karena punya rooftop dengan pemandangan yang luas, suasana yang tenang dan nggak jauh dari kota.

Secara keseluruhan Dkonkrit memiliki 3 lantai dengan pilihan tempat duduk berbeda-beda yang bisa dibilang menyesuaikan kebutuhan kamu. Lantai 1 depan bar kamu bisa fokus nugas dengan beberapa meja kursi yang ergonomis, lanjut ke lantai 2 juga hampir sama dan kebetulan saat kami datang sedang ada event yang ternyata bisa menampung cukup banyak orang, buat kamu yang pengen ngadain acara, Dkonkrit sangat terbuka buat hal itu ya! Kemudian terakhir ada rooftop lantai 3 yang syahdu, kamu bisa menikmati kopi sambil bengong di atas sini sembari melihat pemandangan yang ada. 

Kami coba beberapa menu kopi dan untuk menu makanannya ada yang otentik banget guys! Ada bakmi jawa! Bakmi jawanya beneran kayak kamu beli di gerobakan yang rasanya “medok”. Ini cocok banget buat kamu yang pengen nyobain makanan di coffee shop tapi bukan yang gitu2 aja, selain itu ada nasi goreng, chicken wings dan waffle buat dessertnya.

Dkonkrit Coffee & Eatery @dkonkrit
12:00 ——— 02:00
DTA Square, Seturan, Yk",Dkonkrit Coffee & Eatery,"DTA Square, Seturan, Yk",12:00 - 02:00,Yogyakarta,@dkonkrit,12:00,02:00,False,True,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"📍Ringroad Utara

Nyobain all you can eat dan ngopi with a view di Martinique Sky Lounge 

Beberapa waktu lalu kami menikmati pengalaman baru yaitu all you can eat sembari ngopi dengan suasana yang tak biasa di Martinique Sky Lounge. Berlokasi di lantai paling atas Lafayette Boutique Hotel Yogyakarta, tempat ini menyajikan view city scape yang cantik dan syahdu.

Berkonsep luxurious bar dengan suasana romantis dan view yang cantik serta ditemani live music membuat suasana di tempat ini sempurna. Untuk all you can eat tersedia saat weekend yaitu hari Jumat dan Sabtu. Tenang! Selain hari itu kamu masih bisa menikmati menu ala carte di Martinique Sky Lounge ya!

Oh iya, selain di area indoor kamu juga bisa bersantai di area outdoor pool sembari menikmati sunset dan pemandangan dari atas. Info lebih lanjut langsung cek ig @martinique_skylounge ya!

Martinique Sky Lounge @martinique_skylounge
11:00 ———22:00
Lafayette Boutique Hotel
@lafayetteboutiquehotelyogya",Martinique Sky Lounge,Lafayette Boutique Hotel,11:00 -22:00,Lainnya,"@lafayetteboutiquehotelyogya, @martinique_skylounge",11:00,22:00,False,False,Area Lengkap,['Area Lengkap'],Area Lengkap
"📍Banyuraden, Gamping

Nyore seru di Toleransi Kopi

Beberapa waktu terakhir daerah Banyuraden Gamping ini emang lagi banyak bermunculan kafe ataupun coffee shop baru salah satunya Toleransi Kopi yang baru akan grand opening besok tanggal 14-15 Juli 2023 dan ngasih diskon 30% bual all beverages!

Berkonsep industrial dengan sentuhan vintage membuat Toleransi Kopi berbeda dengan kafe ataupun coffee shop lain di daerah ini, selain itu tempatnya yang super luas dan terbagi menjadi beberapa area membuatnya memiliki banyak pilihan tempat duduk. Tempat ini bisa dibilang paket komplit buat kamu yang pengen nugas, nongkrong atau cari suasana hijau yang menenangkan karena masih cukup banyak area sawah di sekitar, kebetulan kemarin kami datang sore dan cuaca pas lagi bagus-bagusnya plus dapet suasana senja yang syahdu. Sembari menunggu menunya datang kami melihat serunya warlok yang bermain layang-layang di pematang sawah

Buat menunya ada banyak yang bisa kamu coba dengan harga yang affordable tentunya, oh iya buat yang suka ice cream mereka punya special menu ice cream juga ya! 

Toleransi Kopi @toleransikopi.id
11:00 ——— 24:00
Area Sawah, Banyuraden, Gamping, Sleman",Toleransi Kopi,"Area Sawah, Banyuraden, Gamping, Sleman",11:00 - 24:00,Sleman,@toleransikopi.id,11:00,23:59,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"📍Pandeyan 

Makan ngopi nyore asik di Kedai Gambiran

Beberapa hari lalu kami datang ke salah satu kedai menarik di sekitaran Jalan Gambiran yang lokasinya cukup bisa dibilang tersembunyi, meskipun tersembunyi Kedai Gambiran ini punya area yang cukup luas sehingga semilir angin sepoy masih sering menghampiri. 

Nggak cuma itu, Kedai Gambiran memiliki suasana yang tenang meskipun di tengah Kota, jadi cukup kondusif buat kamu yang pengen nongkrong sekalian nugas buka laptop tipis-tipis sembari menikmati suasananya yang tenang.

Suasana semakin sempurna saat matahari sore beranjak ke suasana senja, semburat sinar senja, angin sepoy dan aroma wangi masakan yang tercium menjadi perpaduan menyenangkan kala itu.

Menu-menu yang disajikan semakin menambah betah dengan pilihan yang lengkap dan dengan harga yang bersahabat banget! Range harga yang ditawarkan mulai dari 9-25K aja! Oh iya ternyata Kedai Gambiran ini open kitchen lho! Jadi kamu bisa sekalian liat proses masaknya tuh, pantesan wangi aroma masakannya sampe kemana-mana 👌🏼

Detail menu ada di slide terakhir ya!

Kedai Gambiran @kedaigambiran
14:00 ——— 22:00
Jl. Gambir Anom, Pandeyan, Yogyakarta",Kedai Gambiran,"Jl. Gambir Anom, Pandeyan, Yogyakarta",14:00 - 22:00,Yogyakarta,@kedaigambiran,14:00,22:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"📍Glagahsari

Menemukan coffee shop estetik di tengah pemukiman

Beberapa hari lalu kami sempet muter-muter di daerah Glagahsari dan menemukan tempat ini, coffee shop estetik di dalam gang pemukiman yang menarik.

Berkonsep Japanese coffee shop Jeevny berhasil menarik perhatian siapapun yang lewat gang ini, kombinasi warna hijau, putih dan beberapa unsur kayu bener-bener padu. Ada beberapa area yang bisa kamu pilih sesuai kebutuhan, mulai dari area bar indoor AC, hingga rooftop lantai 2 yang seru!

Walaupun di dalam gang atau di tengah pemukiman Jeevny Coffee ini punya area yang cukup luas baik area indoor ataupun outdoornya. Selain itu tempat ini bener-bener tenang.

Buat menunya porsinya nggak pelit alias porsi jumbo, cocok banget buat temen nugas ataupun sekedar bareng temen. Detail menunya cek slide terakhir yaa! 🙌🏻

Jeevny Coffee @jeevnycoffee
09:00 ——— 23:00
Gg. Anggrek, Warungboto, Yogyakarta",Jeevny Coffee,"Gg. Anggrek, Warungboto, Yogyakarta",09:00 - 23:00,Yogyakarta,@jeevnycoffee,09:00,23:00,False,False,Area Lengkap,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"📍Plataran, Sembungan, Bantul

Kopi Tempuran, masih jadi favorit pelarian dari penat

Beberapa waktu yang lalu kami dapet kesempatan buat revisit sekalian nyobain beberapa menu terbaru mereka.

Buat yang belum pernah dateng kamu bakalan ngerasain pengalaman baru pas dateng ke tempat ini, mulai awal masuk kawasan ini kamu bakal ngelewati lorong hutan yang teduh, awalnya pasti kamu nggak bakal percaya ada tempat menarik di dalamnya dengan aliran sungainya yang menambah ketenangan tempat ini.

Kemarin baru aja mereka launching beberapa menu yang bakal nambah kamu betah pas dateng kesini, pertama ada Cold Press Juice by Kopi Tempuran dengan 5 variant yang bisa kamu coba yang semuanya pakai buah dan sayuran segar tanpa pemanis buatan. Oh iya buat komposisinya ada yang mixing dari 7 buah dan sayuran loh, lengkap banget kan! Soal rasanya yang pasti seger, sesuaikan dengan seleramu ya!

Selanjutnya ada Bite Bar by Kopi Tempuran, ini lebih ke dessert atau cake yang pas dipairing bareng cold press juice ataupun kopi, kemarin kami nyobain Panna Cota yang creamy dan silky, espresso brownies yang pas dan soft cookiesnya yang nagih.

Buat kopinya kemarin kami nyobain menu signature mereka yaitu Sober es kopi susu gula aren dan Black Sweet, ini semacam coffee mocktail gitu yang porsinya gede 👌🏼

Buat detail menunya cek slide terakhir yaa!

Kopi Tempuran @kopitempuran 
09:00 ——— 18:00
Jl. Plataran, Sembungan, Bangunjiwo, Bantul",Kopi Tempuran,"Jl. Plataran, Sembungan, Bangunjiwo, Bantul",09:00 - 18:00,Bantul,@kopitempuran,09:00,18:00,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
"📍Jl. Watugede 

Wiratea Spices Bar 2.0

Nggak kerasa kayaknya baru kemarin main ke kedai pertamanya yang ada di daerah Perumnas dan sekarang Wiratea udah buka cabang barunya di Jalan Watugede.

Buat yang belum tau, sesuai namanya Wiratea Spices Bar adalah kedai yang menyajikan berbagai macam minuman racikan dengan bahan dasar rempah yang unik.

Konsep yang diusung nggak jauh beda dengan tempat pertamanya, berlokasi di area kolektif kedainya yang kedua ini punya tempat yang lebih luas, ada area indoor dan juga area outdoor. Karena menempati area kolektif kamu bisa duduk dimana aja senyamanmu. Kami suka duduk di depan jendela bar yang bisa sekalian melihat barista ngeracik minuman-minuman dengan basic rempah yang menarik sembari menikmati suasananya yang tenang.

Buat menunya kemarin kami nyobain Turmeric Matcha, Kopi Susu Gula Kelapa, Spices Mocktail Turmeric dan Cinnamon Choco Ginger yang semuanya bakal ngasih kamu pengalaman unik mencicipi minuman rempah ✨

Wiratea Spices Bar Watugede @wiratea_spicesbar
16:00 —— 22:00
Jl. Watugede, Sariharjo, Sleman",Wiratea Spices Bar Watugede,"Jl. Watugede, Sariharjo, Sleman",16:00 - 22:00,Sleman,@wiratea_spicesbar,16:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
"📍Pogung

Kembali ke Kopi Sembilan, coffee shop dengan segala memori dan kehumbleannya.

Dari sekian banyak coffee shop di Pogung, bisa dibilang tempat ini jadi tempat termemorable buat kami, selain karena tempatnya yang mudah untuk membuat rindu, orang-orang di dalamnya pun sudah seperti teman sendiri meski buat kamu yang baru datang sekalipun. Kamu akan disambut hangat, pernah kami dengar langsung cerita dari pemilik tempat ini kalau ada beberapa customer yang setiap hari datang untuk singgah, menjadikan Kopi Sembilan rumah kedua.

Konsepnya masih tetap bertahan dengan manual brew, setiap kami masuk ke area bar dan duduk di kursi bar entah bagaimana bisa langsung merasakan nyaman yang jarang kami temui di coffee shop lain, vibes yang terbentuk di tempat ini memang sudah begitu kuatnya.

Tak hanya area bar dengan AC, masih ada area samping, lantai 2 dan yang terbaru ada area rooftop yang sangat menarik. Saat kami datang kesini semua sibuk dengan laptopnya dan beberapa berbincang seru sibuk menikmati waktu yang terangkum rapi di tempat ini. Buat menunya masih affordable sekali jika dibandingkan tempat-tempat lain di sekitaran Pogung.

Kopi Sembilan @kopisembilan.id
09:00 ——— 23:00
Pogung Kidul, Sleman",Kopi Sembilan,"Pogung Kidul, Sleman",09:00 - 23:00,Sleman,@kopisembilan.id,09:00,23:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"📍Imogiri 

Menemukan kedai bersahaja di Imogiri

Setelah dari main ke daerah Imogiri tepatnya di sekitaran sungai Oya Sriharjo waktu itu rasanya pengen banget singgah sebentar di kedai atau coffee shop sekitar buat sekedar menikmati suasana dan tentunya untuk kopi buat menemani sepanjang perjalanan kembali pulang.

Beruntunglah kami menemukan @pulangkeyogya yang lokasinya sama sekali nggak terpikirkan sebelumnya, berada di tengah-tengah pedesaan dengan suasananya yang tenang ditambah tempatnya yang cakep bikin betah berlama-lama di tempat ini, tempat singgah yang tepat, pikir kami.

Setelah sampai dan masuk kamu bakal disambut suasana yang teduh dan tenang, tempat ini memiliki bangunan utama Joglo yang cukup luas dan beberapa tempat duduk di outdoor depan yang jadi tempat favorit kami buat menikmati suasana. Kombinasi yang menarik untuk suatu tempat yang menyenangkan.

Selain itu kami bertemu dengan Pak Hendra dengan sambutan hangatnya membawa kami berasa sedang sowan ke tempat saudara dengan perlakuan ramah dan antusiasnya menyambut kami. Untuk pilihan menunya pun ada banyak dengan menu-menu lokal rumahan yang ngangenin, selain itu tentunya juga ada kopi buat nemenin kamu menikmati suasana yang ada.

Pulang Ke Yogya @pulangkeyogya
10:00 ——— 22:00
07:00 ——— 21:00 weekend
Padasan RT 05, Karangtengah, Imogiri, Bantul",Pulang Ke Yogya,"Padasan RT 05, Karangtengah, Imogiri, Bantul",07:00 - 21:00,Bantul,@pulangkeyogya,07:00,21:00,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"📍Kotagede

Beberapa hari yang lalu baru tau kalau di daerah Kotagede ada coffee shop dengan konsep slow bar manual brew yang menarik.

Selalu excited kalau dateng ke coffee shop dengan konsep slow bar. Konsep kayak gini bakalan ngasih kamu pengalaman yang beda dibandingkan kalau kamu dateng ke coffee shop non slow bar lainnya. Kamu bakal ditanya kopi apa yang kamu mau dan dijelasin secara detail kopi yang mereka punya.

Part paling seru menurut kami adalah pas ngobrol sama baristanya, nggak melulu soal kopi, kamu bisa ngobrol apapun sama baristanya yang jadi salah satu poin plus ngopi di coffee shop dengan konsep slow bar ini, jadi berasa punya temen ngobrol baru sembari dapet experience tentang kopi yang seru.

Kemarin kami nyobain japanese iced coffee dan coffee mocktailnya yang semuanya di atas ekspektasi kami. Oh iya selain kopi, mereka juga punya beberapa homemade dessert yang cocok buat temen ngopi, favorit kami ada egg tart yang bener-bener enak! 

Setelah kopimu jadi kamu bisa menikmatinya di area bar lantai 1, rooftop lantai 2 yang asik banget buat nyore dan ada area duduk di teras depan sambil liatin jalanan sore Kotagede.

Wijen Coffee @wijen.coffee
16:00 ——— 22:00
Jl. Gedongan Baru no. 11 Yogyakarta",Wijen Coffee,Jl. Gedongan Baru no. 11 Yogyakarta,16:00 - 22:00,Yogyakarta,@wijen.coffee,16:00,22:00,False,False,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"📍Lempongsari

Suatu sore di tengah hiruk-pikuk jalan Palagan saat itu kami memutuskan untuk belok kiri dari arah utara karena sengaja menghindari kemacetan di persimpangan ringroad, di jalan masuk ini kami menemukan sebuah coffee shop yang dengan barnya yang mungil dan sepertinya cocok buat sekedar singgah. Setelah pesan dan sedikit ngobrol dengan barista ternyata kamu bisa ngopi di seluruh area yang ada di tempat ini.

Sepertinya keputusan buat singgah bisa dibilang  tepat, kami menemukan ketenangan di tempat ini, yang tadi niatnya singgah bentar malah jadi betah duduk lama-lama sambil liatin tempat luasnya. Konsepnya slowbar jadi cocok buat kamu yang pengen ngobrol ngulik tentang perkopian.

Tepat di area belakang ada area joglo dan kebun buah luas yang menyejukkan mata. Kamu bisa jalan-jalan di tempat luas ini sambil ngopi di kebun. Selain itu di belakang ada pemandangan bangunan tinggi yang ngasih suasana ngopi yang beda.

Buat menunya kami nyobain beberapa signature mereka yaitu coffee mocktail yang highly recomend, Aki dan Haru. 

NA.MI Coffee @na.mi.coffee
15:00 ——— 24:00
Jl. Jengger, Jongkang, Ngaglik, Sleman (Palagan)",NA.MI Coffee,"Jl. Jengger, Jongkang, Ngaglik, Sleman (Palagan)",15:00 - 24:00,Sleman,@na.mi.coffee,15:00,23:59,False,False,Menu Variatif,"['Menu Variatif', 'Ngopi Santai']","Menu Variatif, Ngopi Santai"
"Balik lagi ke Relasi setelah sekian lama, nggak tau kenapa kalau lagi nyari tempat nugas atau kerja di daerah pogung Relasi ini langsung terlintas, mungkin emang karena udah melekat sebagai coffee shop yang nyaman buat nugas di kawasan Pogung.

Setelah sekian lama Relasi tetap dengan identitasnya yang dari awal terbentuk, yang datang pun mayoritas sibuk dengan gawainya seakan menegaskan kalau ke Relasi ya buat nugas. Tempatnya luas dengan banyak pilihan tempat duduk , ada area indoor dan semi outdoor di masing-masing lantai. 

Buat kamu yang pengen singgah santai sambil nikmatin waktu juga bisa, ada kolam ikan di area semi outdoor di belakang yang bikin tenang, menunya juga ada banyak yang bisa kamu coba.

Tempat favorit siapa nih?

Relasi @relasi.coworking
10:00 ——— 23:00
Jl. Pogung Baru, Pogung Kidul, Sinduadi Yogyakarta",Relasi,"Jl. Pogung Baru, Pogung Kidul, Sinduadi Yogyakarta",10:00 - 23:00,Yogyakarta,@relasi.coworking,10:00,23:00,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Short escape yang menyenangkan di Kebun Teh Tambi Wonosobo

Experience:

Waktu itu entah kenapa sedang berada pada fase penat dan ingin segera melepaskannya, tak ada pilihan lain selain menuju ke daerah dengan udara segar dan pemandangan hijau.

Tujuan kami adalah Wonosobo, sebuah kota yang berjarak sekitar 4 jam dari Jogja yang menyimpan banyak tempat-tempat seru untuk rekreasi pikiran yang mulai jenuh dengan aktivitas sehari-hari.

Kebun Teh Tambi ini menjadi destinasi pertama kami dan berbuah kesenangan yang manis. Kesenangan itu melebihi ekspektasi ketika kami menemukan coffee shop mungil yang berada tepat di tengah-tengah kebun teh, sungguh pengalaman yang luar biasa menikmati hijaunya kebun teh, pemandangan pegunungan Wonosobo sembari mencicip kopi yang surprisingly good!

Nama tempatnya adalah No Name Coffee, memang agak sulit kami mencari di instagram ataupun google maps, namun tak jadi masalah karena letaknya berada di tengah perkebunan teh tambi yang merupakan salah satu destinasi wisata di Wonosobo.

Sedikit tips, usahakan datang tidak terlalu pagi dan tidak terlalu sore kalau tidak ingin kabut menyelimuti pemandangan luar biasa ini ✨

Oh iya selain kopi, kamu juga bisa nyobain teh khas Tambi ini ya pastinya 🙌🏻

Kamu ada pengalaman menyenangkan dimana nih? Share di komentar ya!

No Name Coffee @noname_coffe 
08:00 ——— 17:00
Agrowisata Kebun Teh Tambi, Wonosobo",No Name Coffee,"Agrowisata Kebun Teh Tambi, Wonosobo",08:00 - 17:00,Lainnya,@noname_coffe,08:00,17:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Rooftop Coffee & Eatery baru di Tiyasan 

Belum lama ini kami datang ke Cantine by Cendhani Raras, coffee & eatery dengan konsep yang cukup berbeda di kawasan Tiyasan Sleman.

Meskipun letaknya agak masuk dari jalan utama, kamu bakalan cukup mudah nemuin tempat ini karena fasadenya bener-bener eye-catchy dengan tembok bata merah dekoratif yang menjulang tinggi.
Setelah naik terdapat 2 pilihan area yang bisa kamu pilih sesuai kebutuhan, pertama ada area indoor ac dengan beberapa pilihan tempat duduk proper buat nugas dan sofa buat santai ngadem (beneran adem bgt di ruangan ini)

Area kedua ada rooftop yang asik banget buat nikmatin suasana sekitar dari atas, pilihan furniturenya pun cocok dan menyatu dengan konsepnya, angin sepoi-sepoi dan kalau lagi cerah kamu bakalan liat gunung merapi dari kejauhan, selain itu suasananya juga tenang dan nggak berisik.

Buat menunya ada banyak yang bisa kamu coba, karena konsepnya coffee & eatery tentunya nggak perlu khawatir laper yaa kalau disini. Kemarin kami nyobain Nasi Sapi Teriyaki yang porsinya nggak pelit, suka banget sama acaranya yang bikin rasanya jadi balance. Selain itu ada Nasi Dori Sambal Matah dengan condiment yang banyak!

Cantine by Cendhani Raras @cantine.jogja
07:00 —— 22:00
Jl. Sidoasih, Tiyasan, Condongcatur, Sleman",Cantine by Cendhani Raras,"Jl. Sidoasih, Tiyasan, Condongcatur, Sleman",07:00 - 22:00,Sleman,@cantine.jogja,07:00,22:00,False,False,Ngopi Santai,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
"Satu lagi coffee shop baru di Maguwoharjo

Beberapa hari yang lalu kami datang ke Luk Coffee & Book, coffee shop luas dengan suasananya yang tenang dan sepoi angin yang menyenangkan.

Sebenarnya Luk Coffee and Book ini sudah cukup lama berdiri yang dulu berlokasi di daerah Pringwulung dan kini menempati lokasi barunya di Krodan Maguwoharjo yang memiliki tempat super luas dan banyak pilihan tempat duduk.

Ada beberapa area yang bisa kamu pilih pertama pertama ada area indoor AC yang menyatu dengan bar tentu saja dengan beberapa koleksi buku yang bisa kamu baca, kemudian ada semi indoor samping yang menjadi tempat favorit kami lalu ada full outdoor dan semi indoor lagi di belakang yang luas, cocok buat nongkrong bareng temen.

Buat menunya ada yang beda nih dari tempat lain, mereka punya se’i sapi yang sambelnya juara pedesnya! Ini cocok buat kamu yg doyan banget sama pedes tapi buat yang ga doyan kami saranin pilih menu lainnya yaa, buat detail menu lainnya cek slide terakhir atau klik link di bio @lukcoffeeandbook ya!

Luk Coffee & Book @lukcoffeeandbook
13:00 ——— 04:00 Subuh! (During Ramadan)
Krodan Maguwoharjo, Sleman",Luk Coffee & Book,"Krodan Maguwoharjo, Sleman",13:00 - 04:00,Sleman,@lukcoffeeandbook,13:00,04:00,False,True,Area Lengkap,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Nugas nyaman di 28 Coffee Godean

Beberapa waktu lalu kami mencari tempat nyaman buat singgah menyelesaikan kerjaan di area barat kota Jogja tepatnya di Jalan Godean yang ternyata sekarang ini udah banyak coffee shop yang bisa dipilih.

28 Coffee terlintas setelah tempo hari kami mengunjunginya yang di cabang Seturan, tidak hanya karena tempatnya tapi juga untuk menu yang lengkap, mulai dari kopi pastinya, snack hingga main course yang beda dari coffee shop lain yang bisa buat nemenin nugas.

Konsep 28 Coffee Godean ini cukup berbeda jika dibanding dengan cabangnya yang di Seturan, aksen Japanese coffee shop lebih kental dengan beberapa material kayu yang menambah kesan hangat dan homey. Ada banyak pilihan tempat duduk yang bisa kalian pilih sesuai kebutuhan, area depan yang sepertinya lebih cocok buat nongkrong lalu area tengah dengan meja proper dan kursi bersandar buat nugas. Selain itu ada smooking area dan taman kecil di belakang.

Menu yang cukup beda kami coba ada Ayam Sambal Bawang yang pedesnya nagih! Ini cocok banget buat kamu yang suka pedes. Lalu ada Crispy Chicken Curry yang rasa karinya pas nggak terlalu pekat jadi nyaman saat disantap. Buat detail menunya kalian bisa klik link di profile @28coffee.id ya!

28 Coffee Godean @28coffee.id
08:00 —— 24:00
Jl. Godean, Yogyakarta",28 Coffee Godean,"Jl. Godean, Yogyakarta",08:00 - 24:00,Yogyakarta,@28coffee.id,08:00,23:59,False,False,Menu Variatif,"['Menu Variatif', 'Area Lengkap']","Menu Variatif, Area Lengkap"
"Ropang Village, tempat nongkrong baru yang super luas, cozy dan estetik ✨

Baru lagi nih! Kali ini di daerah Palagan atau jalan Kranji lebih tepatnya, dibikin penasaran setelah beberapa kali lewat akhirnya penasaran itu kejawab sudah. 

Ropang Village bener-bener ngasih kamu opsi tempat nongkrong baru yang luaass, lega dan cozy. Konsepnya yang minimalis dengan banyak pilihan tempat duduk bikin betah nongkrong di tempat ini, mulai dari depan ada area full outdoor yang seru buat nyore sambil nikmatin lalu-lalang kendaraan yang lewat lanjut di area tengah atau area bar ada banyak banget tempat duduk, area ini pas banget buat kamu yang pengen ngumpul ramean bareng temen lalu terakhir ada area full outdoor dan semi outdoor di belakang yang jadi favorit kami, area belakang ini juga asik banget buat nyore, apalagi kemarin kami dateng pas cuaca cerah didukung pencahayaan yang mendukung 👌🏼

Buat menunya ada banyak banget yang bisa kalian  coba, karena namanya ropang tentu saja ada roti panggang dengan banyak pilihan isian, selain itu juga ada macem-macem varian indomie, taican, chicken wings, ricebowl dan snack lainnya. Minumannya juga nggak kalah banyak, pas banget ngopi disini sambil nikmatin varian ropangnya!Beberapa menu ada di slide terakhir ya! Detailnya cek ig @ropang.village 👌🏼

Oh iya mereka lagi ada DISKON GRAND OPENING 30% all menu sampai tanggal 18 ya!

Ropang Village @ropang.village 
16:00 — 23:30 | Fri-Sat 16:00 — 01:30
Jl. Kranji, Sleman Yogyakarta",Ropang Village,"Jl. Kranji, Sleman Yogyakarta",16:00 - 23:30,Sleman,@ropang.village,16:00,23:30,False,False,Ngopi Santai,['Ngopi Santai'],Ngopi Santai
"Main ke coffee shop yang punya rooftop, skate park hingga board game di daerah Maguwo.

Yak semua itu ada di Limitless Cafe, coffee shop baru di daerah Maguwoharjo dengan bangunannya yang luas dan view sawah hijau yang bikin seger pandangan mata.

Limitless cafe mungkin bisa jadi jawaban atas pencarianmu selama ini yang pengen nongkrong dengan fasilitas yang cukup lengkap, kalau kamu anak skate kamu bisa main di skate park yang ada di bagian paling belakang cafe. Buat yang pengen nugas bisa banget, kamu bisa duduk di area lantai 1 atau area bar dengan view sawahnya yang menyegarkan yang didukung ceiling tinggi dengan full frame kaca yang sepertinya sudah dilengkapi kaca film sehingga kamu nggak perlu khawatir silau. Buat yang pengen nongkrong ada rooftop yang letaknya di belakang dan ada juga area outdoor dengan view sawah di sampingnya. Oh iya selain itu juga ada VIP room ya buat kamu yang butuh tempat meeting dll, tentunya dengan view sawah yang menarik.

Buat menunya ada cukup banyak karena Limitless ini memang mengusung konsep eatery, kemarin kami nyobain limitless fried rice yang rasanya unik dan tape roll chese yang enak. Cek detailnya di slide terakhir yaa!

Limitless Cafe @limitlesscafe.id
10:00 - 22:00 | sat-sun 10:00 - 23:00
Maguwoharjo, Sleman",Limitless Cafe,"Maguwoharjo, Sleman",10:00 - 22:00,Sleman,@limitlesscafe.id,10:00,22:00,False,False,Ngopi Santai,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
